Data,Moto,Tipo,Categoria,Valor,Observação,Ano,Mes,Periodo
2025-11-10,3 - Factor vermelha SGE,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-12,5 - Yamaha Factor Azul - SOK,Saída,Outros,69.0,Vistoria,2025,11,2025-11
2025-11-12,5 - Yamaha Factor Azul - SOK,Saída,Outros,15.0,Cartório,2025,11,2025-11
2025-11-13,1 - Honda CG preta OYQ,Entrada,Aluguel,220.0,,2025,11,2025-11
2025-11-14,9 - Fazer 150 Preta SNT,Entrada,Aluguel,300.0,250 Aluguel  50 Caução,2025,11,2025-11
2025-11-14,7 - Fazer 150 Preta SNO,Saída,Outros,300.0,Pneu Traseiro,2025,11,2025-11
2025-11-14,7 - Fazer 150 Preta SNO,Saída,Outros,35.0,Cabo de Embreagem,2025,11,2025-11
2025-11-14,6 - Fazer 150 Vermelha SOO,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-17,7 - Fazer 150 Preta SNO,Entrada,Aluguel,300.0,250 Aluguel 50 Caução,2025,11,2025-11
2025-11-17,4 - Factor preta SOC,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-17,8 - Fazer 150 Preta SNP,Entrada,Aluguel,300.0,250 Aluguel 50 Caução,2025,11,2025-11
2025-11-18,3 - Factor vermelha SGE,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-19,5 - Yamaha Factor Azul - SOK,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-19,2 - Factor 150cc STS,Saída,Outros,69.0,Vistoria  Detran,2025,11,2025-11
2025-11-19,5 - Yamaha Factor Azul - SOK,Entrada,Caução,400.0,,2025,11,2025-11
2025-11-20,1 - Honda CG preta OYQ,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,2 - Factor 150cc STS,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,3 - Factor vermelha SGE,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,4 - Factor preta SOC,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,5 - Yamaha Factor Azul - SOK,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,6 - Fazer 150 Vermelha SOO,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,7 - Fazer 150 Preta SNO,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,8 - Fazer 150 Preta SNP,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,9 - Fazer 150 Preta SNT,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-20,10 - Fazer 150 Preta SOD,Saída,Seguro,78.0,,2025,11,2025-11
2025-11-21,9 - Fazer 150 Preta SNT,Saída,Outros,69.0,Vistoria  Detran,2025,11,2025-11
2025-11-21,6 - Fazer 150 Vermelha SOO,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-23,1 - Honda CG preta OYQ,Entrada,Aluguel,220.0,,2025,11,2025-11
2025-11-23,10 - Fazer 150 Preta SOD,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-24,4 - Factor preta SOC,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-24,7 - Fazer 150 Preta SNO,Entrada,Aluguel,300.0,250 Aluguel  50 Caução,2025,11,2025-11
2025-11-25,9 - Fazer 150 Preta SNT,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-25,9 - Fazer 150 Preta SNT,Entrada,Caução,500.0,,2025,11,2025-11
2025-11-25,3 - Factor vermelha SGE,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-26,9 - Fazer 150 Preta SNT,Saída,Outros,259.8,Transferência/Baixa Gravame,2025,11,2025-11
2025-11-26,9 - Fazer 150 Preta SNT,Saída,Manutenção,60.0,Retentor Bengala,2025,11,2025-11
2025-11-26,8 - Fazer 150 Preta SNP,Entrada,Aluguel,300.0,250 Aluguel 50 Caução,2025,11,2025-11
2025-11-27,2 - Factor 150cc STS,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-27,2 - Factor 150cc STS,Entrada,Caução,500.0,,2025,11,2025-11
2025-11-29,6 - Fazer 150 Vermelha SOO,Entrada,Aluguel,250.0,,2025,11,2025-11
2025-11-30,10 - Fazer 150 Preta SOD,Entrada,Aluguel,250.0,,2025,11,2025-11
,Escolha a moto,Saída,,,,,,<NA>-<NA>
2025-12-01,7 - Fazer 150 Preta SNO,Saída,Manutenção,202.0,"Tração, Patin Freio, Embuchameto, Pastilha de Freio",2025,12,2025-12
2025-12-01,7 - Fazer 150 Preta SNO,Entrada,Aluguel,300.0,Aluguel 250 Caução 50,2025,12,2025-12
2025-12-01,4 - Factor preta SOC,Entrada,Aluguel,250.0,,2025,12,2025-12
2025-12-02,3 - Factor vermelha SGE,Entrada,Aluguel,250.0,,2025,12,2025-12
2025-12-02,8 - Fazer 150 Preta SNP,Entrada,Aluguel,300.0,Aluguel 250 Caução 50,2025,12,2025-12
